date,os_type,campaign_name,campaign_id,spend,impressions,clicks,backend_orders,backend_gmv,product,cpm,cpc,ctr,cpa_purchase,aov,backend_roi
2026-05-29,ANDROID,dhgate_dpa-and_US_ACT&Nopay 30D_purchase_IAP_Kelsey_20260511,M0ZXR7rklCeN7J9o,72.47,43904,1166,6,327.11,dpa-and,1.65064686588921,0.0621526586620926,0.026557944606414,12.0783333333333,54.5183333333333,4.51372981923555
2026-05-30,IOS,dhgate_product318_T1_Purchase 30D_purchase_IAP_Kelsey_20260428,mayu0PGeMJEYQhWJ,100.65,7193,753,37,1592.17,product318,13.9927707493396,0.133665338645418,0.104685110524121,2.72027027027027,43.0316216216216,15.8188772975658
2026-05-30,IOS,dhgate_product317_UK_ACT&Nopay 30D_purchase_IAP_Kelsey_20260427,H9HAtL9q0yyc4Gdy,85.51,3614,832,30,1088.06,product317,23.6607636967349,0.102776442307692,0.23021582733813,2.85033333333333,36.2686666666667,12.7243597240089
2026-05-30,ANDROID,dhgate_product317_UK_ACT&Nopay 30D_purchase_IAP_Kelsey_20260427,tDzMEZEldS4Kei0r,48.38,2267,831,26,727.59,product317,21.3409792677547,0.0582190132370638,0.366563740626379,1.86076923076923,27.9842307692308,15.0390657296403
2026-05-30,ANDROID,dhgate_product317_FR_ACT&Nopay 30D_purchase_IAP_Kelsey_20260526,zbor8ujPF081oChW,46.03,4538,1498,6,190.8,product317,10.1432349052446,0.0307276368491322,0.330101366240635,7.67166666666667,31.8,4.14512274603519
2026-05-30,IOS,dhgate_product317_CA_ACT&Nopay 30D_purchase_IAP_Kelsey_20260526,cvR7ymoBxgm2d26z,32.16,990,430,2,128.51,product317,32.4848484848485,0.0747906976744186,0.434343434343434,16.08,64.255,3.99595771144279
2026-05-30,ANDROID,dhgate_product315_UK_ACT&Nopay 30D_purchase_IAP_Kelsey_20260425,bedUOEtGfoRFbmze,50.35,5808,651,22,863.33,product315,8.66907713498623,0.0773425499231951,0.112086776859504,2.28863636363636,39.2422727272727,17.1465739821251
2026-05-30,IOS,dhgate_product314_UK_Purchase 30D_purchase_IAP_Kelsey_20260424,NmHyz3ZrSwNTmf0j,50.19,2015,356,6,298.06,product314,24.9081885856079,0.140983146067416,0.176674937965261,8.365,49.6766666666667,5.93863319386332
2026-05-30,IOS,dhgate_product319_US_Purchase 30D_purchase_IAP_Kelsey_20260429,SGOG7us7fBY7c5lH,50.19,3509,446,15,1110.49,product319,14.3032202906811,0.112533632286996,0.127101738387005,3.346,74.0326666666667,22.1257222554294
2026-05-30,IOS,dhgate_product301_US_ACT&Nopay 30D_purchase_IAP_Kelsey_20260422,OG6WHvKPBaUM1wDo,50.16,6177,495,6,249.95,product301,8.1204468188441,0.101333333333333,0.0801359883438562,8.36,41.6583333333333,4.98305422647528
2026-05-30,IOS,dhgate_product300_T1_Purchase 30D_purchase_IAP_Kelsey_20260421,wGMfDvBHm0s02IeZ,50.57,6439,402,10,357.36,product300,7.853703991303,0.125796019900498,0.0624320546668737,5.057,35.736,7.06664030057346
2026-05-30,ANDROID,dhgate_product148_T1_Purchase 30D_purchase_IAP_Kelsey_20260415,dVlitdxzfmXStKCR,97.8,10357,961,36,1502.5,product148,9.44288886743265,0.101768990634755,0.0927874867239548,2.71666666666667,41.7361111111111,15.3629856850716
2026-05-30,IOS,dhgate_product138_FR_ACT&Nopay 30D_purchase_IAP_Kelsey_20260403,zNcB24si9mbzBPed,92.14,9742,1215,24,1952.25,product138,9.4580168343256,0.0758353909465021,0.124717717101211,3.83916666666667,81.34375,21.1878662904276
2026-05-30,IOS,dhgate_product137_US_Purchase 30D_purchase_IAP_Kelsey_20260402,Eo7scqEETcYxo6WH,50.17,3221,235,3,808.99,product137,15.5759081030736,0.213489361702128,0.0729587084756287,16.7233333333333,269.663333333333,16.124975084712
2026-05-30,IOS,dhgate_product121_US_Purchase 30D_purchase_IAP_Kelsey_20260222,HGuWXrsF7XcJ6CCt,50.13,3415,251,22,876.38,product121,14.6793557833089,0.199721115537849,0.0734992679355783,2.27863636363636,39.8354545454545,17.4821464193098
2026-05-30,IOS,dhgate_dpa-ios_US_ACT&Nopay 30D_purchase_IAP_Kelsey_20260515,y55faIMh7doL5RvO,100.12,146234,819,21,661.39,dpa-ios,0.684656099128794,0.122246642246642,0.00560061271660489,4.76761904761905,31.4947619047619,6.60597283260088
2026-05-30,ANDROID,dhgate_dpa-and_US_ACT&Nopay 30D_purchase_IAP_Kelsey_20260511,M0ZXR7rklCeN7J9o,50.5,24689,1106,11,400.49,dpa-and,2.04544534002997,0.0456600361663653,0.0447972781400624,4.59090909090909,36.4081818181818,7.93049504950495
