date,os_type,campaign_name,campaign_id,spend,impressions,clicks,backend_orders,backend_gmv,product,cpm,cpc,ctr,cpa_purchase,aov,backend_roi
2025-07-23,ANDROID,dhgate_product2_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,Az7WdyTWyUBq5v5N,11.45,18413,68,0,0.0,product2,0.621843262912073,0.168382352941176,0.00369304295877912,,,0.0
2025-07-23,ANDROID,dhgate_product1_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,VB1tBPWQ32n5EeIO,11.99,18848,55,0,0.0,product1,0.636141765704584,0.218,0.00291808149405773,,,0.0
2025-07-24,ANDROID,dhgate_product1_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,VB1tBPWQ32n5EeIO,56.65,104714,266,0,0.0,product1,0.540997383348931,0.21296992481203,0.0025402524972783,,,0.0
2025-07-24,ANDROID,dhgate_product2_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,Az7WdyTWyUBq5v5N,56.51,104078,264,0,0.0,product2,0.542958165990891,0.21405303030303,0.0025365591191222,,,0.0
2025-07-25,ANDROID,dhgate_product1_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,VB1tBPWQ32n5EeIO,56.18,111211,272,0,0.0,product1,0.50516585589555,0.206544117647059,0.002445801224699,,,0.0
2025-07-25,ANDROID,dhgate_product2_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,Az7WdyTWyUBq5v5N,55.9,110265,211,0,0.0,product2,0.506960504239786,0.264928909952607,0.00191357184963497,,,0.0
2025-07-26,ANDROID,dhgate_product2_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,Az7WdyTWyUBq5v5N,57.35,122079,227,0,0.0,product2,0.469777766855888,0.252643171806167,0.0018594516665438,,,0.0
2025-07-26,ANDROID,dhgate_product1_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,VB1tBPWQ32n5EeIO,57.38,122205,221,0,0.0,product1,0.469538889570803,0.259638009049774,0.0018084366433452,,,0.0
2025-07-27,ANDROID,dhgate_product2_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,Az7WdyTWyUBq5v5N,60.39,137766,258,0,0.0,product2,0.438351988153826,0.23406976744186,0.00187274073428858,,,0.0
2025-07-27,ANDROID,dhgate_product1_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,VB1tBPWQ32n5EeIO,62.81,142303,320,0,0.0,product1,0.441382121248322,0.19628125,0.00224872279572462,,,0.0
2025-07-28,ANDROID,dhgate_product2_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,Az7WdyTWyUBq5v5N,30.4,91707,197,0,0.0,product2,0.331490507812926,0.154314720812183,0.00214814572497192,,,0.0
2025-07-28,ANDROID,dhgate_product1_US_ACT&Nopay 30D_purchase_IAP_Iris_20250723,VB1tBPWQ32n5EeIO,30.65,92256,183,0,0.0,product1,0.332227714186611,0.167486338797814,0.00198361082206035,,,0.0
2025-07-29,ANDROID,dhgate_product4_US_ACT&Nopay 30D_purchase_IAP_Iris_20250728,NdSt5juaknXB8Voa,46.04,5740,1776,0,0.0,product4,8.02090592334495,0.0259234234234234,0.309407665505226,,,0.0
2025-07-29,ANDROID,dhgate_product3_US_ACT&Nopay 30D_purchase_IAP_Iris_20250827,TJTyybqmB5FROr4l,43.64,5503,1688,0,0.0,product3,7.93021988006542,0.0258530805687204,0.30674177721243,,,0.0
2025-07-30,ANDROID,dhgate_product4_US_ACT&Nopay 30D_purchase_IAP_Iris_20250728,NdSt5juaknXB8Voa,52.57,7152,2020,0,0.0,product4,7.35039149888143,0.0260247524752475,0.282438478747204,,,0.0
2025-07-30,ANDROID,dhgate_product3_US_ACT&Nopay 30D_purchase_IAP_Iris_20250827,TJTyybqmB5FROr4l,46.92,6401,1769,0,0.0,product3,7.33010467114513,0.0265234595816846,0.276363068270583,,,0.0
2025-07-31,ANDROID,dhgate_product4_US_ACT&Nopay 30D_purchase_IAP_Iris_20250728,NdSt5juaknXB8Voa,56.12,6899,1999,0,0.0,product4,8.13451224815191,0.0280740370185093,0.289752137991013,,,0.0
2025-07-31,ANDROID,dhgate_product3_US_ACT&Nopay 30D_purchase_IAP_Iris_20250827,TJTyybqmB5FROr4l,59.06,7312,2060,0,0.0,product3,8.07713347921225,0.0286699029126214,0.281728665207878,,,0.0
2025-08-01,ANDROID,dhgate_product3_US_ACT&Nopay 30D_purchase_IAP_Iris_20250827,TJTyybqmB5FROr4l,58.12,6911,1938,0,0.0,product3,8.40978150774128,0.0299896800825593,0.280422514831428,,,0.0
